Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Status,Reason,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
LAPATINIB,CHEMBL554,ductal breast carcinoma in situ,UNKNOWN,Terminated,Terminated due to low accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT00857714,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),208908,C29H26ClFN4O4S,,581.1,https://clinicaltrials.gov/study/NCT00857714
LAPATINIB,CHEMBL554,solid malignancies,UNKNOWN,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT01190241,PMID:30018133 - Selection of Protein Kinase Inhibitors Based on Tumor Tissue Kinase Activity Profiles in Patients with Refractory Solid Malignancies: An Interventional Molecular Profiling Study. - (The oncologist 2018),208908,C29H26ClFN4O4S,,581.1,https://clinicaltrials.gov/study/NCT01190241
LAPATINIB,CHEMBL554,breast cancer,UNKNOWN,Terminated,This study was terminated because the National Ethics Committee has not approved the protocol.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT01357863,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),208908,C29H26ClFN4O4S,,581.1,https://clinicaltrials.gov/study/NCT01357863
SAPITINIB,CHEMBL2408045,breast cancer,PHASE_2,Terminated,Futility,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,NCT01151215,"PMID:27654971 - Inhibition of EGFR, HER2, and HER3 signaling with AZD8931 in combination with anastrozole as an anticancer approach: Phase II randomized study in women with endocrine-therapy-naïve advanced breast cancer. - (Breast cancer research and treatment 2016)",11488320,C23H25ClFN5O3,,473.9,https://clinicaltrials.gov/study/NCT01151215
SAPITINIB,CHEMBL2408045,"gastro-oesophageal junction cancer, gastric cancer",PHASE_2,Terminated,AstraZeneca sponsored trials of AZD8931 have been halted,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,NCT01579578,,11488320,C23H25ClFN5O3,,473.9,https://clinicaltrials.gov/study/NCT01579578
SAPITINIB,CHEMBL2408045,breast cancer,PHASE_1,Terminated,All AstraZeneca sponsored clinical trials of AZD8931 have been halted,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor tyrosine-protein kinase erbB-3 inhibitor,NCT01596530,,11488320,C23H25ClFN5O3,,473.9,https://clinicaltrials.gov/study/NCT01596530
ROCILETINIB,CHEMBL3545308,non-small cell lung carcinoma,PHASE_3,Terminated,Sponsor discontinued development of CO-1686 for NSCLC,Epidermal growth factor receptor erbB1 inhibitor,NCT02322281,"PMID:27785053 - New developments in the management of non-small-cell lung cancer, focus on rociletinib: what went wrong? - (OncoTargets and therapy 2016)",57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT02322281
ROCILETINIB,CHEMBL3545308,non-small cell lung carcinoma,PHASE_2_3,Terminated,Sponsor discontinued development of CO-1686 for NSCLC,Epidermal growth factor receptor erbB1 inhibitor,NCT02186301,"PMID:27785053 - New developments in the management of non-small-cell lung cancer, focus on rociletinib: what went wrong? - (OncoTargets and therapy 2016)",57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT02186301
ROCILETINIB,CHEMBL3545308,non-small cell lung carcinoma,PHASE_2,Terminated,Sponsor discontinued development of CO-1686 for NSCLC.,Epidermal growth factor receptor erbB1 inhibitor,NCT02147990,"PMID:27785053 - New developments in the management of non-small-cell lung cancer, focus on rociletinib: what went wrong? - (OncoTargets and therapy 2016)",57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT02147990
ROCILETINIB,CHEMBL3545308,non-small cell lung carcinoma,PHASE_2,Withdrawn,Clovis Oncology discontinued rociletinib.,Epidermal growth factor receptor erbB1 inhibitor,NCT02705339,"PMID:27785053 - New developments in the management of non-small-cell lung cancer, focus on rociletinib: what went wrong? - (OncoTargets and therapy 2016)",57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT02705339
ROCILETINIB,CHEMBL3545308,"epidermal growth factor receptor T790M mutation, non-small cell lung carcinoma",PHASE_1_2,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor,NCT01526928,PMID:25923550 - Rociletinib in EGFR-mutated non-small-cell lung cancer. - (The New England journal of medicine 2015),57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT01526928
ROCILETINIB,CHEMBL3545308,non-small cell lung carcinoma,PHASE_1_2,Terminated,Discontinued development of rociletinib in NSCLC. Stopped enrollment of new patients into all studies involving rociletinib.,Epidermal growth factor receptor erbB1 inhibitor,NCT02580708,"PMID:27785053 - New developments in the management of non-small-cell lung cancer, focus on rociletinib: what went wrong? - (OncoTargets and therapy 2016)",57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT02580708
ROCILETINIB,CHEMBL3545308,non-small cell lung carcinoma,PHASE_1_2,Terminated,The study terminated before Phase 1 was completed. This study was reprioritized within the rociletinib development program.,Epidermal growth factor receptor erbB1 inhibitor,NCT02630186,"PMID:27785053 - New developments in the management of non-small-cell lung cancer, focus on rociletinib: what went wrong? - (OncoTargets and therapy 2016)",57335384,C27H28F3N7O3,,555.6,https://clinicaltrials.gov/study/NCT02630186
TUXOBERTINIB,CHEMBL4650279,"endometrial cancer, urinary bladder carcinoma, non-small cell lung carcinoma, breast cancer, colorectal cancer",PHASE_1,Terminated,The development of BDTX-189 was discontinued by the sponsor.,Epidermal growth factor receptor erbB1 negative allosteric modulator; Receptor protein-tyrosine kinase erbB-2 negative allosteric modulator,NCT04209465,,154824631,C29H29ClN6O4,,561.0,https://clinicaltrials.gov/study/NCT04209465
PYROTINIB,CHEMBL3647420,breast cancer,PHASE_2,Terminated,We terminated this trial and initiated a new one including pertuzumab.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT04066790,PMID:41839514 - Pyrotinib or placebo in combination with trastuzumab and docetaxel for HER2 positive metastatic breast cancer: long term survival results from randomised phase 3 PHILA trial. - (BMJ (Clinical research ed.) 2026),51039030,C32H31ClN6O3,,583.1,https://clinicaltrials.gov/study/NCT04066790
PYROTINIB,CHEMBL3647420,biliary tract cancer,PHASE_2,Withdrawn,The sponsor's R&D strategy is adjusted.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT04571710,PMID:41839514 - Pyrotinib or placebo in combination with trastuzumab and docetaxel for HER2 positive metastatic breast cancer: long term survival results from randomised phase 3 PHILA trial. - (BMJ (Clinical research ed.) 2026),51039030,C32H31ClN6O3,,583.1,https://clinicaltrials.gov/study/NCT04571710
NERATINIB,CHEMBL180022,metastatic breast cancer,PHASE_2,Terminated,The study was terminated to align with the sponsor's current development plans for neratinib. The decision was not based on any new efficacy or safety data for neratinib.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01953926,PMID:28274957 - An Acquired HER2(T798I) Gatekeeper Mutation Induces Resistance to Neratinib in a Patient with HER2 Mutant-Driven Breast Cancer. - (Cancer discovery 2017),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT01953926
NERATINIB,CHEMBL180022,breast cancer,PHASE_2,Terminated,Slow accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03289039,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT03289039
NERATINIB,CHEMBL180022,breast cancer,PHASE_2,Terminated,premature termination due to lack of funding,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04460430,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT04460430
NERATINIB,CHEMBL180022,prostate cancer,PHASE_2,Withdrawn,Withdrawal of funding,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04781374,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT04781374
NERATINIB,CHEMBL180022,"central nervous system metastasis, brain metastasis, leptomeningeal disease",PHASE_2,Withdrawn,Termination of collaboration with PUMA,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04856475,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT04856475
NERATINIB,CHEMBL180022,breast cancer,PHASE_2,Withdrawn,Team decision,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04901299,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT04901299
NERATINIB,CHEMBL180022,gastric cancer,PHASE_2,Withdrawn,No participants enrolled,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05512182,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT05512182
NERATINIB,CHEMBL180022,colorectal cancer,PHASE_1_2,Withdrawn,This registry was planned to report on the Phase II portion of the study. NSABP decided not to proceed with the Phase II portion of the study.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01960023,"PMID:33203645 - Neratinib-Plus-Cetuximab in Quadruple-WT (KRAS, NRAS, BRAF, PIK3CA) Metastatic Colorectal Cancer Resistant to Cetuximab or Panitumumab: NSABP FC-7, A Phase Ib Study. - (Clinical cancer research : an official journal of the American Association for Cancer Research 2021)",9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT01960023
NERATINIB,CHEMBL180022,"breast cancer, inflammatory breast carcinoma",PHASE_1_2,Terminated,<75% accrued,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03101748,PMID:41116969 - A phase Ib/II trial of neoadjuvant neratinib added to standard therapy in patients with HER2-positive or HR-positive/HER2-negative inflammatory breast cancer (including stage III and IV disease). - (Therapeutic advances in medical oncology 2025),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT03101748
NERATINIB,CHEMBL180022,"chronic myelogenous leukemia, BCR-ABL1 positive",PHASE_1_2,Terminated,Product complaint,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04006847,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT04006847
NERATINIB,CHEMBL180022,"inflammatory breast carcinoma, breast cancer, cancer",PHASE_1_2,Terminated,Sponsor Withdrew Support,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05243641,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT05243641
NERATINIB,CHEMBL180022,"solid tumors, breast cancer",PHASE_1,Terminated,toxicity,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02593708,PMID:31548601 - HER2-targeted therapies - a role beyond breast cancer. - (Nature reviews. Clinical oncology 2020),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT02593708
NERATINIB,CHEMBL180022,"advanced solid tumor, hematopoietic and lymphoid cell neoplasm",PHASE_1,Terminated,Low accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03878524,PMID:39863139 - Leveraging epigenetic alterations in pancreatic ductal adenocarcinoma for clinical applications. - (Seminars in cancer biology 2025),9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT03878524
NERATINIB,CHEMBL180022,solid tumors,PHASE_1,Suspended,Other - Correlative sample analysis.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05372614,"PMID:37597578 - Neratinib + fulvestrant + trastuzumab for HR-positive, HER2-negative, HER2-mutant metastatic breast cancer: outcomes and biomarker analysis from the SUMMIT trial. - (Annals of oncology : official journal of the European Society for Medical Oncology 2023)",9915743,C30H29ClN6O3,,557.0,https://clinicaltrials.gov/study/NCT05372614
MODOTUXIMAB,CHEMBL3989988,colorectal carcinoma,PHASE_2,Terminated,Study was terminated due to administrative reasons,Epidermal growth factor receptor erbB1 antagonist; Epidermal growth factor receptor erbB1 inhibitor,NCT03549338,,,,,,https://clinicaltrials.gov/study/NCT03549338
NAQUOTINIB,CHEMBL3663929,non-small cell lung carcinoma,PHASE_3,Terminated,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies",Epidermal growth factor receptor erbB1 inhibitor,NCT02588261,"PMID:31070709 - A phase III, randomized, open-label study of ASP8273 versus erlotinib or gefitinib in patients with advanced stage IIIB/IV non-small-cell lung cancer. - (Annals of oncology : official journal of the European Society for Medical Oncology 2019)",71667668,C30H42N8O3,,562.7,https://clinicaltrials.gov/study/NCT02588261
NAQUOTINIB,CHEMBL3663929,non-small cell lung carcinoma,PHASE_2,Terminated,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",Epidermal growth factor receptor erbB1 inhibitor,NCT02500927,PMID:29807396 - ASP8273 tolerability and antitumor activity in tyrosine kinase inhibitor-naïve Japanese patients with EGFR mutation-positive non-small-cell lung cancer. - (Cancer science 2018),71667668,C30H42N8O3,,562.7,https://clinicaltrials.gov/study/NCT02500927
NAQUOTINIB,CHEMBL3663929,non-small cell lung carcinoma,PHASE_2,Withdrawn,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",Epidermal growth factor receptor erbB1 inhibitor,NCT03042013,PMID:30649743 - Safety and Tolerability of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitors in Oncology. - (Drug safety 2019),71667668,C30H42N8O3,,562.7,https://clinicaltrials.gov/study/NCT03042013
NAQUOTINIB,CHEMBL3663929,non-small cell lung carcinoma,PHASE_1_2,Terminated,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",Epidermal growth factor receptor erbB1 inhibitor,NCT02192697,PMID:30649743 - Safety and Tolerability of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitors in Oncology. - (Drug safety 2019),71667668,C30H42N8O3,,562.7,https://clinicaltrials.gov/study/NCT02192697
NAQUOTINIB,CHEMBL3663929,neoplasm,PHASE_1,Withdrawn,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",Epidermal growth factor receptor erbB1 inhibitor,NCT02674555,PMID:30649743 - Safety and Tolerability of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitors in Oncology. - (Drug safety 2019),71667668,C30H42N8O3,,562.7,https://clinicaltrials.gov/study/NCT02674555
NAQUOTINIB,CHEMBL3663929,non-small cell lung carcinoma,PHASE_1,Terminated,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",Epidermal growth factor receptor erbB1 inhibitor,NCT03082300,PMID:30649743 - Safety and Tolerability of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitors in Oncology. - (Drug safety 2019),71667668,C30H42N8O3,,562.7,https://clinicaltrials.gov/study/NCT03082300
OLMUTINIB,CHEMBL3786343,non-small cell lung carcinoma,PHASE_2,Terminated,Study termination by the Sponsor,Epidermal growth factor receptor erbB1 inhibitor,NCT02485652,"PMID:31447004 - Safety, tolerability, and anti-tumor activity of olmutinib in non-small cell lung cancer with T790M mutation: A single arm, open label, phase 1/2 trial. - (Lung cancer (Amsterdam, Netherlands) 2019)",54758501,C26H26N6O2S,,486.6,https://clinicaltrials.gov/study/NCT02485652
OLMUTINIB,CHEMBL3786343,non-small cell lung carcinoma,PHASE_1,Terminated,Study termination by the Sponsor,Epidermal growth factor receptor erbB1 inhibitor,NCT04510415,"PMID:31447004 - Safety, tolerability, and anti-tumor activity of olmutinib in non-small cell lung cancer with T790M mutation: A single arm, open label, phase 1/2 trial. - (Lung cancer (Amsterdam, Netherlands) 2019)",54758501,C26H26N6O2S,,486.6,https://clinicaltrials.gov/study/NCT04510415
ERLOTINIB,CHEMBL553,brain metastases,PHASE_3,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor,NCT00096265,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00096265
ERLOTINIB,CHEMBL553,head and neck squamous cell carcinoma,PHASE_3,Terminated,The study was terminated because recruitment was too slow.,Epidermal growth factor receptor erbB1 inhibitor,NCT00412217,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00412217
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,See termination reason in detailed description.,Epidermal growth factor receptor erbB1 inhibitor,NCT00673049,"PMID:25395283 - Randomized, phase III trial of figitumumab in combination with erlotinib versus erlotinib alone in patients with nonadenocarcinoma nonsmall-cell lung cancer. - (Annals of oncology : official journal of the European Society for Medical Oncology 2015)",176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00673049
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,Sponsor decision due to the protocol-defined stopping boundary for futility was met based on the interim OS data.,Epidermal growth factor receptor erbB1 inhibitor,NCT01244191,"PMID:22440336 - Rationale and design of MARQUEE: a phase III, randomized, double-blind study of tivantinib plus erlotinib versus placebo plus erlotinib in previously treated patients with locally advanced or metastatic, nonsquamous, non-small-cell lung cancer. - (Clinical lung cancer 2012)",176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT01244191
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor,NCT01377376,"PMID:26153496 - A randomized, double-blind, placebo-controlled, phase III trial of erlotinib with or without a c-Met inhibitor tivantinib (ARQ 197) in Asian patients with previously treated stage IIIB/IV nonsquamous nonsmall-cell lung cancer harboring wild-type epidermal growth factor receptor (ATTENTION study). - (Annals of oncology : official journal of the European Society for Medical Oncology 2015)",176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT01377376
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,Kadmon has made a business decision to terminate the study due to slow enrollment. Note the decision to terminate the study was not related to safety issues,Epidermal growth factor receptor erbB1 inhibitor,NCT01487174,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT01487174
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,Pre-defined criteria for continuation were not reached,Epidermal growth factor receptor erbB1 inhibitor,NCT02134015,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02134015
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,lack of recruitment,Epidermal growth factor receptor erbB1 inhibitor,NCT02178397,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02178397
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Terminated,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies",Epidermal growth factor receptor erbB1 inhibitor,NCT02588261,"PMID:31070709 - A phase III, randomized, open-label study of ASP8273 versus erlotinib or gefitinib in patients with advanced stage IIIB/IV non-small-cell lung cancer. - (Annals of oncology : official journal of the European Society for Medical Oncology 2019)",176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02588261
ERLOTINIB,CHEMBL553,non squamous cell carcinoma,PHASE_3,Terminated,"accrual to slow, target not achievable",Epidermal growth factor receptor erbB1 inhibitor,NCT02775006,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02775006
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Withdrawn,Because of reconsideration of using erlotinib(EGFR Tyrosine kinase inhibitor) as adjuvant aim,Epidermal growth factor receptor erbB1 inhibitor,NCT02795884,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02795884
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_3,Withdrawn,Decision by Sponsor not to continue with the trial.,Epidermal growth factor receptor erbB1 inhibitor,NCT03529084,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT03529084
ERLOTINIB,CHEMBL553,head and neck squamous cell carcinoma,PHASE_2_3,Terminated,"Low Accrual, Funding",Epidermal growth factor receptor erbB1 inhibitor,NCT00448240,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00448240
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2_3,Terminated,Sponsor discontinued development of CO-1686 for NSCLC,Epidermal growth factor receptor erbB1 inhibitor,NCT02186301,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02186301
ERLOTINIB,CHEMBL553,squamous cell lung carcinoma,PHASE_2_3,Terminated,Drug company decided to terminate all sponsored clinical studies involving rilotumumab.,Epidermal growth factor receptor erbB1 inhibitor,NCT02926638,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT02926638
ERLOTINIB,CHEMBL553,hepatocellular carcinoma,PHASE_2,Terminated,Administratively complete.,Epidermal growth factor receptor erbB1 inhibitor,NCT00047333,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00047333
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2,Terminated,Low accrual rate,Epidermal growth factor receptor erbB1 inhibitor,NCT00063258,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00063258
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor,NCT00087269,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00087269
ERLOTINIB,CHEMBL553,exocrine pancreatic carcinoma,PHASE_2,Terminated,Because there was no longer an active laboratory component to this study.,Epidermal growth factor receptor erbB1 inhibitor,NCT00276744,PMID:21135251 - Personalizing cancer treatment in the age of global genomic analyses: PALB2 gene mutations and the response to DNA damaging agents in pancreatic cancer. - (Molecular cancer therapeutics 2011),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00276744
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2,Terminated,Interim analysis revealed that only 1 patient had a partial response.,Epidermal growth factor receptor erbB1 inhibitor,NCT00281021,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00281021
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2,Terminated,insufficient efficacy,Epidermal growth factor receptor erbB1 inhibitor,NCT00283634,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00283634
ERLOTINIB,CHEMBL553,exocrine pancreatic carcinoma,PHASE_2,Terminated,Study published November 2010 and no further work will be done,Epidermal growth factor receptor erbB1 inhibitor,NCT00336700,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00336700
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2,Terminated,PI left institution.,Epidermal growth factor receptor erbB1 inhibitor,NCT00391586,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00391586
ERLOTINIB,CHEMBL553,head and neck squamous cell carcinoma,PHASE_2,Terminated,slow accrual,Epidermal growth factor receptor erbB1 inhibitor,NCT00392665,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00392665
ERLOTINIB,CHEMBL553,"cancer of the gastroesophageal junction, esophageal cancer",PHASE_2,Terminated,Slow accrual,Epidermal growth factor receptor erbB1 inhibitor,NCT00442507,PMID:10628376 - Importance of VEGF for breast cancer angiogenesis in vivo: implications from intravital microscopy of combination treatments with an anti-VEGF neutralizing monoclonal antibody and doxorubicin. - (Anticancer research 1999),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00442507
ERLOTINIB,CHEMBL553,non-small cell lung carcinoma,PHASE_2,Terminated,Poor recruitment,Epidermal growth factor receptor erbB1 inhibitor,NCT00452075,PMID:29999912 - Erlotinib. - ( 2006),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00452075
ERLOTINIB,CHEMBL553,colorectal cancer,PHASE_2,Terminated,Study halted by drug manufacturer,Epidermal growth factor receptor erbB1 inhibitor,NCT00459901,PMID:10629633 - The impact of 5-FU-based bolus chemotherapy on survival in patients with advanced colorectal cancer. - (Anticancer research 1999),176870,C22H23N3O4,,393.4,https://clinicaltrials.gov/study/NCT00459901
