Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Status,Reason,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
TESEVATINIB,CHEMBL3544983,non-small cell lung carcinoma,PHASE_3,Terminated,Kadmon has made a business decision to terminate the study due to slow enrollment. Note the decision to terminate the study was not related to safety issues,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT01487174,,10458325,C24H25Cl2FN4O2,,491.4,https://clinicaltrials.gov/study/NCT01487174
TESEVATINIB,CHEMBL3544983,autosomal dominant polycystic kidney disease,PHASE_2,Terminated,Sponsor opened Phase 2 Study.,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT02616055,,10458325,C24H25Cl2FN4O2,,491.4,https://clinicaltrials.gov/study/NCT02616055
TESEVATINIB,CHEMBL3544983,breast cancer,PHASE_1_2,Terminated,Sponsor closed the study due to lack of response.,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT02154529,,10458325,C24H25Cl2FN4O2,,491.4,https://clinicaltrials.gov/study/NCT02154529
TESEVATINIB,CHEMBL3544983,solid tumors,PHASE_1,Withdrawn,Study not initiated,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT00704392,,10458325,C24H25Cl2FN4O2,,491.4,https://clinicaltrials.gov/study/NCT00704392
TESEVATINIB,CHEMBL3544983,"gastroesophageal junction adenocarcinoma, gastric adenocarcinoma, esophageal adenocarcinoma",PHASE_1,Withdrawn,IND application withdrawn,Ephrin type-B receptor 4 inhibitor; Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor,NCT02205463,,10458325,C24H25Cl2FN4O2,,491.4,https://clinicaltrials.gov/study/NCT02205463
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_3,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01345669,"PMID:25432788 - Afatinib versus placebo as adjuvant therapy after chemoradiation in a double-blind, phase III study (LUX-Head & Neck 2) in patients with primary unresected, clinically intermediate-to-high-risk head and neck cancer: study protocol for a randomized controlled trial. - (Trials 2014)",10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01345669
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_3,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02131155,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02131155
AFATINIB,CHEMBL1173655,cancer,PHASE_2,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT00748709,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT00748709
AFATINIB,CHEMBL1173655,prostate cancer,PHASE_2,Terminated,unexpectedly slow recruitment,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01320280,PMID:20179235 - Low level HER2 overexpression is associated with rapid tumor cell proliferation and poor prognosis in prostate cancer. - (Clinical cancer research : an official journal of the American Association for Cancer Research 2010),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01320280
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,Withdrawn,"PI left MUSC, no patient enrollments",Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01480141,PMID:10190311 - Amplification and overexpression of the cyclin D1 and epidermal growth factor receptor genes in non-small-cell lung cancer. Lung Cancer Study Group. - (Journal of cancer research and clinical oncology 1999),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01480141
AFATINIB,CHEMBL1173655,breast cancer,PHASE_2,Terminated,The recruitment was discontinued because of failure to meet expected enrolment goals,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01531764,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01531764
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_2,Terminated,Slow accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01824823,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01824823
AFATINIB,CHEMBL1173655,breast cancer,PHASE_2,Terminated,Study was completed as per amended protocol. Protocol was amended to close enrollment earlier than initially planned (study continued as per plan).,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02115048,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02115048
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,Terminated,Poor Accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02271906,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02271906
AFATINIB,CHEMBL1173655,"gastroesophageal junction cancer, gastric cancer, esophageal cancer",PHASE_2,Withdrawn,Former PI left institution and had plans to continue at another institution.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02274012,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02274012
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,Suspended,Study never started,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02470065,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02470065
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,Terminated,unsufficient recruitment,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02488694,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02488694
AFATINIB,CHEMBL1173655,squamous cell carcinoma of penis,PHASE_2,Terminated,poor overall accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02541903,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02541903
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,Terminated,Futility,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02595840,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02595840
AFATINIB,CHEMBL1173655,lung adenocarcinoma,PHASE_2,Withdrawn,medical decision,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02876081,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02876081
AFATINIB,CHEMBL1173655,"prostate cancer, non-small cell lung carcinoma",PHASE_2,Terminated,Merus terminated the study early due to changes in organizational priorities.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05588609,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT05588609
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_2,Withdrawn,The study was withdrawn prior to participant enrollment due to administrative and protocol optimization considerations.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06804850,PMID:15987991 - Promising new advances in head and neck radiotherapy. - (Annals of oncology : official journal of the European Society for Medical Oncology 2005),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06804850
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_1_2,Terminated,Slow accrual and high levels of toxicity lead to early termination.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01732640,PMID:26705063 - A phase I study afatinib/carboplatin/paclitaxel induction chemotherapy followed by standard chemoradiation in HPV-negative or high-risk HPV-positive locally advanced stage III/IVa/IVb head and neck squamous cell carcinoma. - (Oral oncology 2016),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01732640
AFATINIB,CHEMBL1173655,brain metastases,PHASE_1_2,Terminated,Slow recruitment,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02768337,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02768337
AFATINIB,CHEMBL1173655,endometriosis,PHASE_1_2,Withdrawn,Change in study design and sponsor,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03481842,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT03481842
AFATINIB,CHEMBL1173655,"cholangiocarcinoma, adenocarcinoma",PHASE_1,Terminated,No sufficient clinical or molecular signals for efficacy were observed.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01679405,"PMID:30634942 - Safety and efficacy of afatinib as add-on to standard therapy of gemcitabine/cisplatin in chemotherapy-naive patients with advanced biliary tract cancer: an open-label, phase I trial with an extensive biomarker program. - (BMC cancer 2019)",10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01679405
AFATINIB,CHEMBL1173655,lung cancer,PHASE_1,Withdrawn,Trial status reported as 'WITHDRAWN' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT01836341,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT01836341
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_1,Terminated,Low accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03054038,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT03054038
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_1,Withdrawn,Low accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03652233,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT03652233
AFATINIB,CHEMBL1173655,"leptomeningeal disease, non-small cell lung carcinoma",PHASE_1,Terminated,Decision to close the trial made due to low recruitment.,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03711422,PMID:23161334 - Phase I study of pulsatile 3-day administration of afatinib (BIBW 2992) in combination with docetaxel in advanced solid tumors. - (Investigational new drugs 2013),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT03711422
AFATINIB,CHEMBL1173655,"advanced solid tumor, hematopoietic and lymphoid cell neoplasm",PHASE_1,Terminated,Low accrual,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT03878524,PMID:39863139 - Leveraging epigenetic alterations in pancreatic ductal adenocarcinoma for clinical applications. - (Seminars in cancer biology 2025),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT03878524
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_4,Terminated,Trial status reported as 'TERMINATED' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02695290,PMID:29999905 - Afatinib. - ( 2006),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02695290
CETUXIMAB SAROTALOCAN,CHEMBL4298088,head and neck squamous cell carcinoma,PHASE_2,Terminated,Business decision,Epidermal growth factor receptor erbB1 binding agent,NCT05265013,"PMID:34165660 - A phase I, single-center, open-label study of RM-1929 photoimmunotherapy in Japanese patients with recurrent head and neck squamous cell carcinoma. - (International journal of clinical oncology 2021)",,,,,https://clinicaltrials.gov/study/NCT05265013
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,PHASE_2,Terminated,Did not meet enrollment objectives.,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT02706626,PMID:33039599 - Preliminary Clinical and Molecular Analysis Results From a Single-Arm Phase 2 Trial of Brigatinib in Patients With Disease Progression After Next-Generation ALK Tyrosine Kinase Inhibitors in Advanced ALK+ NSCLC. - (Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer 2021),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT02706626
BRIGATINIB,CHEMBL3545311,"anaplastic large cell lymphoma, mature T-cell and NK-cell non-Hodgkin lymphoma",PHASE_2,Withdrawn,Slow accrual,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT03719898,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT03719898
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,PHASE_2,Terminated,Inadequate accrual rate,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT03737994,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT03737994
BRIGATINIB,CHEMBL3545311,solid tumors,PHASE_2,Withdrawn,PI decision,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT03868423,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT03868423
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,PHASE_2,Terminated,Low accrual,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT04634110,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT04634110
BRIGATINIB,CHEMBL3545311,"anaplastic lymphoma kinase rearrangement, non-small cell lung carcinoma",PHASE_2,Withdrawn,"Despite our efforts, the trial faced challenges like a longer activation period and slower accrual. We proposed a redesign, but TAKEDA withdrew. As a non-profit organisation, we can't continue without TAKEDA's support and must discontinue the trial.",ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT05718297,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT05718297
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,PHASE_2,Withdrawn,0 participants enrolled,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT06522360,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT06522360
BRIGATINIB,CHEMBL3545311,"solid tumor, anaplastic large cell lymphoma, inflammatory myofibroblastic tumor",PHASE_1_2,Withdrawn,Business reason unrelated to product safety,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT04260009,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT04260009
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,PHASE_1,Terminated,Low Accrual,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT04005144,PMID:29999976 - Brigatinib. - ( 2006),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT04005144
IMGATUZUMAB,CHEMBL2109389,cutaneous squamous cell carcinoma,PHASE_2,Withdrawn,Business decision,Epidermal growth factor receptor erbB1 antagonist; Epidermal growth factor receptor erbB1 inhibitor; Low affinity immunoglobulin gamma Fc region receptor III-A cross-linking agent,NCT04985825,PMID:25315907 - Discontinued in 2013: oncology drugs. - (Expert opinion on investigational drugs 2015),,,,,https://clinicaltrials.gov/study/NCT04985825
IMGATUZUMAB,CHEMBL2109389,non-small cell lung carcinoma,PHASE_1,Withdrawn,Project Team decision,Epidermal growth factor receptor erbB1 antagonist; Epidermal growth factor receptor erbB1 inhibitor; Low affinity immunoglobulin gamma Fc region receptor III-A cross-linking agent,NCT01702714,PMID:25315907 - Discontinued in 2013: oncology drugs. - (Expert opinion on investigational drugs 2015),,,,,https://clinicaltrials.gov/study/NCT01702714
AFATINIB DIMALEATE,CHEMBL2105712,urothelial cancer,PHASE_2,Terminated,Unable to meet accrual goal after several years,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02122172,,15606394,C32H33ClFN5O11,,718.1,https://clinicaltrials.gov/study/NCT02122172
PANITUMUMAB,CHEMBL1201827,"oesophageal cancer, gastric cancer",PHASE_3,Terminated,Lack of efficacy,Epidermal growth factor receptor erbB1 inhibitor,NCT00824785,"PMID:23594787 - Epirubicin, oxaliplatin, and capecitabine with or without panitumumab for patients with previously untreated advanced oesophagogastric cancer (REAL3): a randomised, open-label phase 3 trial. - (The Lancet. Oncology 2013)",,,,,https://clinicaltrials.gov/study/NCT00824785
PANITUMUMAB,CHEMBL1201827,"oropharynx squamous cell carcinoma, oral cavity squamous cell carcinoma, hypopharynx squamous cell carcinoma, laryngeal squamous cell carcinoma",PHASE_3,Withdrawn,Trial status reported as 'WITHDRAWN' (no further reason available),Epidermal growth factor receptor erbB1 inhibitor,NCT01142414,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01142414
PANITUMUMAB,CHEMBL1201827,squamous cell carcinoma,PHASE_3,Terminated,Sponsor decision due to recommendation of the IDMC.,Epidermal growth factor receptor erbB1 inhibitor,NCT01627379,"PMID:12049861 - Surgical resection with or without preoperative chemotherapy in oesophageal cancer: a randomised controlled trial. - (Lancet (London, England) 2002)",,,,,https://clinicaltrials.gov/study/NCT01627379
PANITUMUMAB,CHEMBL1201827,colorectal cancer,PHASE_3,Terminated,Insufficient Accrual,Epidermal growth factor receptor erbB1 inhibitor,NCT03300609,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT03300609
PANITUMUMAB,CHEMBL1201827,rectum adenocarcinoma,PHASE_2,Withdrawn,Protocol closed based on new (and as yet unpublished) information from a phase II clinical trial.,Epidermal growth factor receptor erbB1 inhibitor,NCT00346099,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT00346099
PANITUMUMAB,CHEMBL1201827,pancreatic adenocarcinoma,PHASE_2,Terminated,APPRISE closure prompted by SWOG S0205 not meeting primary endpoint-improving OS. APPRISE enrollment closure due to similar design;no unexpected safety data,Epidermal growth factor receptor erbB1 inhibitor,NCT00613730,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT00613730
PANITUMUMAB,CHEMBL1201827,colorectal cancer,PHASE_2,Terminated,Recruitment rate to low; changed environment made protocol in its current state obsolete,Epidermal growth factor receptor erbB1 inhibitor,NCT00950820,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT00950820
PANITUMUMAB,CHEMBL1201827,rectal cancer,PHASE_2,Terminated,The intermediate analyses did not allowed to continue the clinical study.,Epidermal growth factor receptor erbB1 inhibitor,NCT00973193,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT00973193
PANITUMUMAB,CHEMBL1201827,"salivary gland malignancies, salivary duct carcinoma",PHASE_2,Withdrawn,Decided not to pursue at UPCI,Epidermal growth factor receptor erbB1 inhibitor,NCT00984217,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT00984217
PANITUMUMAB,CHEMBL1201827,breast cancer,PHASE_2,Terminated,Slow accrual,Epidermal growth factor receptor erbB1 inhibitor,NCT01009983,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01009983
PANITUMUMAB,CHEMBL1201827,"glioblastoma, gliosarcoma",PHASE_2,Terminated,study did not reach benchmark efficacy rule at 16 subjects,Epidermal growth factor receptor erbB1 inhibitor,NCT01017653,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01017653
PANITUMUMAB,CHEMBL1201827,non-small cell lung carcinoma,PHASE_2,Terminated,"1. Very low enrollment rate.
2. Recent studies question the effect of adding panitumumab in this category of patients.
3. Too high toxicity rate",Epidermal growth factor receptor erbB1 inhibitor,NCT01038037,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01038037
PANITUMUMAB,CHEMBL1201827,colorectal cancer,PHASE_2,Terminated,possible lack of efficacy,Epidermal growth factor receptor erbB1 inhibitor,NCT01057017,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01057017
PANITUMUMAB,CHEMBL1201827,non-small cell lung carcinoma,PHASE_2,Suspended,the DSMB stopped the trial due to unacceptable side effects in the experimental arm which has not yet been verified,Epidermal growth factor receptor erbB1 inhibitor,NCT01088620,PMID:26094080 - CHAMP: A Phase II Study of Panitumumab With Pemetrexed and Cisplatin Versus Pemetrexed and Cisplatin in the Treatment of Patients With Advanced-Stage Primary Nonsquamous Non-Small-Cell Lung Cancer With Particular Regard to the KRAS Status. - (Clinical lung cancer 2015),,,,,https://clinicaltrials.gov/study/NCT01088620
PANITUMUMAB,CHEMBL1201827,carcinoid syndrome,PHASE_2,Withdrawn,Study never began,Epidermal growth factor receptor erbB1 inhibitor,NCT01172717,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01172717
PANITUMUMAB,CHEMBL1201827,gastroesophageal adenocarcinoma,PHASE_2,Terminated,Safety concern in a similar trial enrolling the same patient population,Epidermal growth factor receptor erbB1 inhibitor,NCT01182610,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01182610
PANITUMUMAB,CHEMBL1201827,"esophageal adenocarcinoma, esophageal squamous cell carcinoma",PHASE_2,Terminated,low recruitment numbers,Epidermal growth factor receptor erbB1 inhibitor,NCT01262183,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01262183
PANITUMUMAB,CHEMBL1201827,"ovarian carcinoma, malignant epithelial tumor of ovary",PHASE_2,Terminated,Newer technologies available; poor accrual to study.,Epidermal growth factor receptor erbB1 inhibitor,NCT01296035,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01296035
PANITUMUMAB,CHEMBL1201827,"squamous cell cancer of the head and neck, head and neck squamous cell carcinoma",PHASE_2,Terminated,This study was terminated for low accrual.,Epidermal growth factor receptor erbB1 inhibitor,NCT01305772,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01305772
PANITUMUMAB,CHEMBL1201827,"esophageal adenocarcinoma, gastroesophageal junction adenocarcinoma",PHASE_2,Terminated,"Drug manufacturer - Amgen requested study stop, per DSMB observation in POWER trial",Epidermal growth factor receptor erbB1 inhibitor,NCT01307956,PMID:37870968 - Sotorasib plus Panitumumab in Refractory Colorectal Cancer with Mutated KRAS G12C. - (The New England journal of medicine 2023),,,,,https://clinicaltrials.gov/study/NCT01307956
