Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Trial Status,Sponsor,Estimated Primary Completion Date,Trial Start Date,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
RUSERONTINIB,CHEMBL3678958,acute myeloid leukemia,PHASE_1_2,RECRUITING,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",2024-10-31,2021-08-31,Epidermal growth factor receptor erbB1 inhibitor; Tyrosine-protein kinase ABL inhibitor; Tyrosine-protein kinase receptor FLT3 inhibitor,NCT05445154,,54760385,C24H29N9,,443.5,https://clinicaltrials.gov/study/NCT05445154
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_3,RECRUITING,Region Skane,2028-09,2022-09-21,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06486142,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06486142
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_3,RECRUITING,"ArriVent BioPharma, Inc.",2029-02,2025-12-17,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT07185997,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT07185997
AFATINIB,CHEMBL1173655,endometrial serous adenocarcinoma,PHASE_2,RECRUITING,Yale University,2026-12,2015-06,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02491099,PMID:12006548 - Overexpression of HER-2/neu in uterine serous papillary cancer. - (Clinical cancer research : an official journal of the American Association for Cancer Research 2002),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02491099
AFATINIB,CHEMBL1173655,"advanced solid tumor, non-Hodgkin lymphoma, plasma cell myeloma, thyroid gland carcinoma",PHASE_2,RECRUITING,The Netherlands Cancer Institute,2027-09,2016-08,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02925234,PMID:35086719 - Comprehensive Molecular Characterization Reveals Genomic and Transcriptomic Subtypes of Metastatic Urothelial Carcinoma. - (European urology 2022),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT02925234
AFATINIB,CHEMBL1173655,"gallbladder cancer, gallbladder carcinoma",PHASE_2,RECRUITING,Shanghai Jiao Tong University School of Medicine,2025-06,2020-06-01,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04183712,"PMID:36854604 - Afatinib in combination with GEMOX chemotherapy as the adjuvant treatment in patients with ErbB pathway mutated, resectable gallbladder cancer: study protocol for a ctDNA-based, multicentre, open-label, randomised, controlled, phase II trial. - (BMJ open 2023)",10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT04183712
AFATINIB,CHEMBL1173655,cutaneous squamous cell carcinoma,PHASE_2,ACTIVE_NOT_RECRUITING,H. Lee Moffitt Cancer Center and Research Institute,2027-02,2021-10-01,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05070403,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT05070403
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,RECRUITING,"National University Hospital, Singapore",2026-10,2024-03-25,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06062823,PMID:17522250 - Epidermal growth factor receptor inhibitor-associated cutaneous toxicities: an evolving paradigm in clinical management. - (The oncologist 2007),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06062823
AFATINIB,CHEMBL1173655,non-small cell lung carcinoma,PHASE_2,RECRUITING,Shandong Public Health Clinical Center,2026-05-31,2025-05-01,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06709859,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06709859
AFATINIB,CHEMBL1173655,"head and neck cancer, head and neck squamous cell carcinoma",PHASE_2,COMPLETED,West China Hospital,2026-06-26,2025-06-28,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT07040956,PMID:15987991 - Promising new advances in head and neck radiotherapy. - (Annals of oncology : official journal of the European Society for Medical Oncology 2005),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT07040956
AFATINIB,CHEMBL1173655,"lung cancer, non-small cell lung carcinoma",PHASE_1_2,RECRUITING,China Medical University Hospital,2026-08-27,2024-02-23,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06071013,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06071013
AFATINIB,CHEMBL1173655,"gastric cancer, gastric adenocarcinoma",PHASE_1_2,RECRUITING,Jeeyun Lee,2025-12,2024-09-30,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06085755,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06085755
AFATINIB,CHEMBL1173655,"oropharynx squamous cell carcinoma, oral cavity squamous cell carcinoma, laryngeal squamous cell carcinoma, hypopharynx squamous cell carcinoma",PHASE_1_2,RECRUITING,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,2028-12,2024-11-08,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06648096,PMID:40859225 - Opening of a phase Ib/II study to investigate the safety and efficacy of Afatinib in patients with Fanconi anemia and unresectable locally advanced or metastatic head and neck squamous cell carcinoma. - (BMC cancer 2025),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06648096
AFATINIB,CHEMBL1173655,esophageal squamous cell carcinoma,PHASE_1_2,RECRUITING,West China Hospital,2027-09,2025-09-10,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06753747,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06753747
AFATINIB,CHEMBL1173655,head and neck squamous cell carcinoma,PHASE_1_2,ACTIVE_NOT_RECRUITING,West China Hospital,2027-05-31,2025-06-10,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT07010120,PMID:15987991 - Promising new advances in head and neck radiotherapy. - (Annals of oncology : official journal of the European Society for Medical Oncology 2005),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT07010120
AFATINIB,CHEMBL1173655,cholangiocarcinoma,PHASE_1,RECRUITING,Massachusetts General Hospital,2027-12-01,2024-04-17,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06302621,PMID:35420673 - EGFR Inhibition Potentiates FGFR Inhibitor Therapy and Overcomes Resistance in FGFR2 Fusion-Positive Cholangiocarcinoma. - (Cancer discovery 2022),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06302621
AFATINIB,CHEMBL1173655,"squamous carcinoma of the head and neck, head and neck squamous cell carcinoma",PHASE_1,RECRUITING,West China Hospital,2026-12-15,2024-12-15,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06741982,PMID:15987991 - Promising new advances in head and neck radiotherapy. - (Annals of oncology : official journal of the European Society for Medical Oncology 2005),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT06741982
AFATINIB,CHEMBL1173655,glioblastoma,EARLY_PHASE_1,RECRUITING,AHS Cancer Control Alberta,2027-07-01,2023-06-27,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05432518,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT05432518
AFATINIB,CHEMBL1173655,"epidermal growth factor receptor mutation-positive non-small cell lung cancer, non-small cell lung carcinoma",UNKNOWN,UNKNOWN,"National University Hospital, Singapore",2025-05,2022-10-25,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04909073,PMID:23816960 - Phase III study of afatinib or cisplatin plus pemetrexed in patients with metastatic lung adenocarcinoma with EGFR mutations. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2013),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT04909073
AFATINIB,CHEMBL1173655,cancer,UNKNOWN,RECRUITING,Shandong University,2028-03-30,2021-01-01,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05467189,PMID:29462254 - Mechanisms of acquired resistance to first- and second-generation EGFR tyrosine kinase inhibitors. - (Annals of oncology : official journal of the European Society for Medical Oncology 2018),10184653,C24H25ClFN5O3,,485.9,https://clinicaltrials.gov/study/NCT05467189
CETUXIMAB SAROTALOCAN,CHEMBL4298088,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,"Rakuten Medical, Inc.",2028-09,2024-12-24,Epidermal growth factor receptor erbB1 binding agent,NCT06699212,PMID:37958293 - Review of RM-1929 Near-Infrared Photoimmunotherapy Clinical Efficacy for Unresectable and/or Recurrent Head and Neck Squamous Cell Carcinoma. - (Cancers 2023),,,,,https://clinicaltrials.gov/study/NCT06699212
BRIGATINIB,CHEMBL3545311,"non-vestibular schwannoma, meningioma, ependymoma, Vestibular schwannoma",PHASE_2,RECRUITING,"Scott R. Plotkin, MD, PhD",2029-12-01,2020-06-20,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT04374305,PMID:38904277 - Brigatinib in NF2-Related Schwannomatosis with Progressive Tumors. - (The New England journal of medicine 2024),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT04374305
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,PHASE_2,RECRUITING,Groupe Francais De Pneumo-Cancerologie,2030-10-01,2025-06-19,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT06620835,PMID:36038416 - Efficacy and Safety of Brigatinib Compared With Crizotinib in Asian vs. Non-Asian Patients With Locally Advanced or Metastatic ALK-Inhibitor-Naive ALK+ Non-Small Cell Lung Cancer: Final Results From the Phase III ALTA-1L Study. - (Clinical lung cancer 2022),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT06620835
BRIGATINIB,CHEMBL3545311,"solid tumors, anaplastic large cell lymphoma, inflammatory myofibroblastic tumor",PHASE_1_2,RECRUITING,Princess Maxima Center for Pediatric Oncology,2033-12,2022-08-18,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT04925609,PMID:36038416 - Efficacy and Safety of Brigatinib Compared With Crizotinib in Asian vs. Non-Asian Patients With Locally Advanced or Metastatic ALK-Inhibitor-Naive ALK+ Non-Small Cell Lung Cancer: Final Results From the Phase III ALTA-1L Study. - (Clinical lung cancer 2022),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT04925609
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,UNKNOWN,RECRUITING,Takeda,2030-09-30,2021-11-01,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT05100069,PMID:36038416 - Efficacy and Safety of Brigatinib Compared With Crizotinib in Asian vs. Non-Asian Patients With Locally Advanced or Metastatic ALK-Inhibitor-Naive ALK+ Non-Small Cell Lung Cancer: Final Results From the Phase III ALTA-1L Study. - (Clinical lung cancer 2022),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT05100069
BRIGATINIB,CHEMBL3545311,non-small cell lung carcinoma,UNKNOWN,RECRUITING,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,2026-09-05,2024-08-05,ALK tyrosine kinase receptor inhibitor; Epidermal growth factor receptor erbB1 inhibitor,NCT06532149,PMID:36038416 - Efficacy and Safety of Brigatinib Compared With Crizotinib in Asian vs. Non-Asian Patients With Locally Advanced or Metastatic ALK-Inhibitor-Naive ALK+ Non-Small Cell Lung Cancer: Final Results From the Phase III ALTA-1L Study. - (Clinical lung cancer 2022),68165256,C29H39ClN7O2P,,584.1,https://clinicaltrials.gov/study/NCT06532149
LAZERTINIB,CHEMBL4558324,"lung adenocarcinoma, lung cancer",PHASE_2,RECRUITING,Konkuk University Medical Center,2024-05-19,2022-05-19,Epidermal growth factor receptor erbB1 inhibitor,NCT05469022,PMID:22753915 - Tumor response and toxicity of neoadjuvant erlotinib in patients with early-stage non-small-cell lung cancer. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2012),121269225,C30H34N8O3,,554.6,https://clinicaltrials.gov/study/NCT05469022
